Model,Epoch,TrainLoss,ValLoss
PCAMLP,0,2884.361083984375,1240.5084228515625
PCAMLP,1,1246.3258056640625,1259.3311767578125
PCAMLP,2,1263.652099609375,1254.696044921875
PCAMLP,3,1256.5762939453125,1262.509033203125
PCAMLP,4,1278.487060546875,1291.5948486328125
PCAMLP,5,1280.68359375,1300.113037109375
PCAMLP,6,1289.5855712890625,1287.366455078125
PCAMLP,7,1281.068603515625,1290.371826171875
PCAMLP,8,1289.559326171875,1288.0909423828125
PCAMLP,9,1292.1312255859375,1286.7313232421875
PCAMLP,10,1278.079345703125,1284.1077880859375
PCAMLP,11,1284.4527587890625,1266.10205078125
PCAMLP,12,1274.050048828125,1254.7528076171875
PCAMLP,13,1261.2718505859375,1257.5357666015625
PCAMLP,14,1265.4354248046875,1247.3585205078125
PCAMLP,15,1254.794189453125,1238.828369140625
PCAMLP,16,1238.2127685546875,1236.9251708984375
PCAMLP,17,1248.7755126953125,1223.9381103515625
PCAMLP,18,1236.5123291015625,1233.1915283203125
PCAMLP,19,1233.7454833984375,1225.8758544921875
PCAMLP,20,1220.0570068359375,1220.8697509765625
PCAMLP,21,1225.059326171875,1234.58447265625
PCAMLP,22,1232.57080078125,1222.422607421875
PCAMLP,23,1217.8055419921875,1220.6173095703125
PCAMLP,24,1220.1490478515625,1217.89111328125
PCAMLP,25,1222.0177001953125,1218.391845703125
PCAMLP,26,1217.216796875,1213.7249755859375
PCAMLP,27,1222.1837158203125,1222.1375732421875
PCAMLP,28,1211.3870849609375,1211.8553466796875
PCAMLP,29,1213.1396484375,1223.2515869140625
PCAMLP,30,1216.1365966796875,1207.600830078125
PCAMLP,31,1215.926025390625,1217.2823486328125
PCAMLP,32,1220.953125,1212.50244140625
PCAMLP,33,1212.339599609375,1216.668701171875
PCAMLP,34,1203.7958984375,1206.9307861328125
PCAMLP,35,1217.6279296875,1209.642578125
PCAMLP,36,1205.8470458984375,1209.3336181640625
PCAMLP,37,1214.8001708984375,1218.436279296875
PCAMLP,38,1206.4281005859375,1215.3206787109375
PCAMLP,39,1216.7650146484375,1207.5712890625
PCAMLP,40,1207.5860595703125,1205.26953125
PCAMLP,41,1211.9906005859375,1210.5281982421875
PCAMLP,42,1200.8720703125,1198.975830078125
PCAMLP,43,1207.195556640625,1211.0850830078125
PCAMLP,44,1198.0733642578125,1202.447265625
PCAMLP,45,1211.1246337890625,1203.1265869140625
PCAMLP,46,1200.581787109375,1207.9403076171875
PCAMLP,47,1204.4566650390625,1197.5257568359375
PCAMLP,48,1201.912109375,1198.0595703125
PCAMLP,49,1194.0653076171875,1202.6680908203125
PCAMLP,50,1213.12158203125,1207.3055419921875
PCAMLP,51,1197.9149169921875,1199.4326171875
PCAMLP,52,1199.142578125,1201.1195068359375
PCAMLP,53,1200.5474853515625,1206.7635498046875
PCAMLP,54,1205.943115234375,1208.3515625
PCAMLP,55,1196.8843994140625,1203.38427734375
PCAMLP,56,1199.289306640625,1206.685546875
PCAMLP,57,1199.56005859375,1196.275146484375
PCAMLP,58,1197.5185546875,1201.77783203125
PCAMLP,59,1198.804931640625,1202.0076904296875
PCAMLP,60,1194.37890625,1196.4613037109375
PCAMLP,61,1203.3453369140625,1194.6322021484375
PCAMLP,62,1189.5845947265625,1190.0762939453125
PCAMLP,63,1197.2698974609375,1193.7191162109375
PCAMLP,64,1195.2025146484375,1189.0748291015625
PCAMLP,65,1200.15576171875,1197.3238525390625
PCAMLP,66,1193.90185546875,1194.0869140625
PCAMLP,67,1198.9071044921875,1201.8870849609375
PCAMLP,68,1202.247802734375,1195.5091552734375
PCAMLP,69,1203.934326171875,1196.801025390625
PCAMLP,70,1194.723388671875,1198.02685546875
PCAMLP,71,1193.6005859375,1198.153076171875
PCAMLP,72,1196.550048828125,1196.6944580078125
PCAMLP,73,1196.739501953125,1190.934814453125
PCAMLP,74,1197.95361328125,1189.6805419921875
PCAMLP,75,1197.2642822265625,1185.3653564453125
PCAMLP,76,1204.5772705078125,1201.1971435546875
PCAMLP,77,1194.42236328125,1189.99169921875
PCAMLP,78,1199.10986328125,1193.0985107421875
PCAMLP,79,1206.258056640625,1201.873046875
PCAMLP,80,1191.812255859375,1195.787353515625
PCAMLP,81,1193.072265625,1196.304443359375
PCAMLP,82,1196.0179443359375,1199.318359375
PCAMLP,83,1202.4849853515625,1204.13525390625
PCAMLP,84,1202.0675048828125,1196.117919921875
PCAMLP,85,1201.9185791015625,1188.107177734375
PCAMLP,86,1197.2003173828125,1195.4322509765625
PCAMLP,87,1194.6964111328125,1183.3170166015625
PCAMLP,88,1198.592529296875,1187.63037109375
PCAMLP,89,1203.9390869140625,1191.4180908203125
PCAMLP,90,1188.454345703125,1186.8487548828125
PCAMLP,91,1203.382568359375,1177.082763671875
PCAMLP,92,1198.4105224609375,1190.230224609375
PCAMLP,93,1189.8486328125,1197.6737060546875
PCAMLP,94,1197.465087890625,1200.8197021484375
PCAMLP,95,1188.4425048828125,1202.496337890625
PCAMLP,96,1182.9844970703125,1193.8887939453125
PCAMLP,97,1192.2667236328125,1188.62548828125
PCAMLP,98,1194.3973388671875,1194.560791015625
PCAMLP,99,1190.9212646484375,1191.3841552734375
PCAMLP,100,1191.3897705078125,1187.6719970703125
PCAMLP,101,1199.0626220703125,1189.64599609375
PCAMLP,102,1181.6907958984375,1204.06103515625
PCAMLP,103,1199.5120849609375,1191.328857421875
PCAMLP,104,1187.20556640625,1195.5272216796875
PCAMLP,105,1185.4283447265625,1193.1060791015625
PCAMLP,106,1189.4259033203125,1189.5543212890625
PCAMLP,107,1185.8935546875,1188.103271484375
PCAMLP,108,1198.0621337890625,1195.309326171875
PCAMLP,109,1188.2740478515625,1197.1268310546875
PCAMLP,110,1193.872802734375,1183.1312255859375
PCAMLP,111,1197.4520263671875,1177.914306640625
PCAMLP,112,1185.8616943359375,1182.00732421875
PCAMLP,113,1193.52001953125,1185.76953125
PCAMLP,114,1178.94287109375,1189.1063232421875
PCAMLP,115,1194.3594970703125,1189.5340576171875
PCAMLP,116,1191.357421875,1193.6422119140625
PCAMLP,117,1195.0374755859375,1188.3509521484375
PCAMLP,118,1186.883544921875,1190.666748046875
PCAMLP,119,1187.901611328125,1181.6072998046875
PCAMLP,120,1189.07958984375,1188.8897705078125
PCAMLP,121,1182.9859619140625,1192.8480224609375
PCAMLP,122,1185.2490234375,1192.17822265625
PCAMLP,123,1185.1485595703125,1186.663330078125
PCAMLP,124,1187.62890625,1190.62255859375
PCAMLP,125,1181.875,1182.68115234375
PCAMLP,126,1189.8782958984375,1192.595947265625
PCAMLP,127,1186.9278564453125,1188.102294921875
PCAMLP,128,1195.2056884765625,1182.8505859375
PCAMLP,129,1192.0030517578125,1194.2923583984375
PCAMLP,130,1181.5869140625,1187.9625244140625
PCAMLP,131,1190.2210693359375,1177.62255859375
PCAMLP,132,1190.0616455078125,1186.3167724609375
PCAMLP,133,1187.71484375,1196.5401611328125
PCAMLP,134,1189.1463623046875,1191.6580810546875
PCAMLP,135,1181.9971923828125,1188.755615234375
PCAMLP,136,1191.60302734375,1194.4927978515625
PCAMLP,137,1189.88818359375,1182.7872314453125
PCAMLP,138,1201.1275634765625,1189.9664306640625
PCAMLP,139,1182.6129150390625,1190.27197265625
PCAMLP,140,1193.0535888671875,1188.3170166015625
PCAMLP,141,1185.9365234375,1179.6488037109375
PCAMLP,142,1192.6507568359375,1191.226318359375
PCAMLP,143,1187.3193359375,1192.0623779296875
PCAMLP,144,1194.078857421875,1188.60986328125
PCAMLP,145,1198.7415771484375,1185.01025390625
PCAMLP,146,1179.37451171875,1190.76611328125
PCAMLP,147,1187.9515380859375,1179.7337646484375
PCAMLP,148,1192.4195556640625,1187.1270751953125
PCAMLP,149,1182.86962890625,1183.102783203125
PCAMLP,150,1179.54052734375,1190.177734375
PCAMLP,151,1178.5330810546875,1183.8912353515625
PCAMLP,152,1193.3126220703125,1183.777587890625
PCAMLP,153,1178.5184326171875,1186.2938232421875
PCAMLP,154,1178.5001220703125,1183.8485107421875
PCAMLP,155,1182.4769287109375,1189.209228515625
PCAMLP,156,1188.45654296875,1185.5325927734375
PCAMLP,157,1185.6624755859375,1194.06884765625
PCAMLP,158,1181.748779296875,1174.8377685546875
PCAMLP,159,1198.9835205078125,1173.3907470703125
PCAMLP,160,1188.3865966796875,1189.6363525390625
PCAMLP,161,1186.640380859375,1184.906982421875
PCAMLP,162,1188.4456787109375,1182.93896484375
PCAMLP,163,1188.50830078125,1181.3377685546875
PCAMLP,164,1198.989501953125,1183.760986328125
PCAMLP,165,1184.27734375,1171.1151123046875
PCAMLP,166,1184.808837890625,1189.3897705078125
PCAMLP,167,1181.5535888671875,1195.4755859375
PCAMLP,168,1182.1478271484375,1187.5023193359375
PCAMLP,169,1170.3695068359375,1191.4560546875
PCAMLP,170,1185.6483154296875,1179.662841796875
PCAMLP,171,1190.1937255859375,1194.5296630859375
PCAMLP,172,1177.94091796875,1185.1500244140625
PCAMLP,173,1176.996337890625,1179.725341796875
PCAMLP,174,1188.01708984375,1183.466064453125
PCAMLP,175,1180.6365966796875,1189.302734375
PCAMLP,176,1180.153076171875,1181.457275390625
PCAMLP,177,1181.2835693359375,1185.5450439453125
PCAMLP,178,1179.5628662109375,1195.7335205078125
PCAMLP,179,1186.1202392578125,1177.0673828125
PCAMLP,180,1186.58154296875,1184.1446533203125
PCAMLP,181,1191.4815673828125,1185.0531005859375
PCAMLP,182,1178.8885498046875,1197.1195068359375
PCAMLP,183,1187.6375732421875,1183.2403564453125
PCAMLP,184,1182.9832763671875,1180.7069091796875
PCAMLP,185,1177.0555419921875,1189.4033203125
PCAMLP,186,1180.3995361328125,1189.1146240234375
PCAMLP,187,1198.3980712890625,1184.623046875
PCAMLP,188,1182.291748046875,1187.9471435546875
PCAMLP,189,1178.8419189453125,1191.9425048828125
PCAMLP,190,1180.666748046875,1181.166259765625
PCAMLP,191,1181.9354248046875,1177.3131103515625
PCAMLP,192,1181.518310546875,1172.7921142578125
PCAMLP,193,1179.59716796875,1184.8065185546875
PCAMLP,194,1185.4486083984375,1177.3472900390625
PCAMLP,195,1180.6263427734375,1181.4981689453125
PCAMLP,196,1178.1231689453125,1178.10107421875
PCAMLP,197,1188.59326171875,1184.5240478515625
PCAMLP,198,1186.1005859375,1182.4677734375
PCAMLP,199,1171.0592041015625,1179.2713623046875
PCAMLP,200,1185.7467041015625,1174.0057373046875
PCAMLP,201,1179.1993408203125,1183.5810546875
PCAMLP,202,1177.177001953125,1182.8441162109375
PCAMLP,203,1176.1781005859375,1176.10302734375
PCAMLP,204,1180.737060546875,1179.152587890625
PCAMLP,205,1184.446533203125,1186.679931640625
PCAMLP,206,1191.694580078125,1183.591064453125
PCAMLP,207,1175.2093505859375,1183.6190185546875
PCAMLP,208,1183.531005859375,1186.125
PCAMLP,209,1184.6715087890625,1181.8341064453125
PCAMLP,210,1182.5626220703125,1186.3111572265625
PCAMLP,211,1176.4635009765625,1181.49853515625
PCAMLP,212,1191.862548828125,1183.413330078125
PCAMLP,213,1173.5147705078125,1174.258544921875
PCAMLP,214,1181.94140625,1176.632080078125
PCAMLP,215,1175.007568359375,1191.6085205078125
PCAMLP,216,1182.020751953125,1179.4105224609375
PCAMLP,217,1178.12451171875,1180.07177734375
PCAMLP,218,1184.6776123046875,1186.917724609375
PCAMLP,219,1183.42578125,1183.07958984375
PCAMLP,220,1189.3240966796875,1180.2603759765625
PCAMLP,221,1184.847412109375,1182.167724609375
PCAMLP,222,1177.1905517578125,1180.00537109375
PCAMLP,223,1180.9710693359375,1182.716064453125
PCAMLP,224,1180.162841796875,1183.1090087890625
PCAMLP,225,1184.92138671875,1180.739501953125
PCAMLP,226,1179.29736328125,1174.324462890625
PCAMLP,227,1180.8770751953125,1185.020751953125
PCAMLP,228,1182.276123046875,1182.86083984375
PCAMLP,229,1183.9505615234375,1178.5980224609375
PCAMLP,230,1178.1636962890625,1183.3892822265625
PCAMLP,231,1187.27001953125,1180.760498046875
PCAMLP,232,1181.2177734375,1198.121337890625
PCAMLP,233,1182.623779296875,1181.8135986328125
PCAMLP,234,1178.8389892578125,1177.1153564453125
PCAMLP,235,1185.30126953125,1179.273681640625
PCAMLP,236,1186.7060546875,1183.452880859375
PCAMLP,237,1181.128662109375,1173.898681640625
PCAMLP,238,1176.080810546875,1179.700439453125
PCAMLP,239,1185.998046875,1177.7938232421875
PCAMLP,240,1179.731201171875,1177.5096435546875
PCAMLP,241,1182.6881103515625,1179.4932861328125
PCAMLP,242,1176.5274658203125,1178.0496826171875
PCAMLP,243,1177.946044921875,1172.7552490234375
PCAMLP,244,1179.8106689453125,1185.9840087890625
PCAMLP,245,1173.648681640625,1181.8858642578125
PCAMLP,246,1177.4591064453125,1171.1070556640625
PCAMLP,247,1189.9443359375,1177.084716796875
PCAMLP,248,1175.322021484375,1180.3865966796875
PCAMLP,249,1181.962890625,1190.2275390625
PCAMLP,250,1178.77001953125,1177.0372314453125
PCAMLP,251,1174.9971923828125,1188.8914794921875
PCAMLP,252,1183.268310546875,1177.21875
PCAMLP,253,1184.0745849609375,1177.2052001953125
PCAMLP,254,1172.04345703125,1181.0782470703125
PCAMLP,255,1175.4759521484375,1177.6466064453125
PCAMLP,256,1176.4095458984375,1175.1998291015625
PCAMLP,257,1174.3250732421875,1174.8291015625
PCAMLP,258,1179.6947021484375,1181.9412841796875
PCAMLP,259,1185.4197998046875,1184.2459716796875
PCAMLP,260,1180.699462890625,1180.677001953125
PCAMLP,261,1183.5426025390625,1179.7313232421875
PCAMLP,262,1181.391845703125,1185.2935791015625
PCAMLP,263,1181.4810791015625,1188.7060546875
PCAMLP,264,1170.5980224609375,1184.8050537109375
PCAMLP,265,1180.7667236328125,1179.32080078125
PCAMLP,266,1177.5078125,1181.3988037109375
PCAMLP,267,1169.5067138671875,1182.449462890625
PCAMLP,268,1180.6619873046875,1180.9306640625
PCAMLP,269,1180.756591796875,1189.365234375
PCAMLP,270,1174.7022705078125,1176.879150390625
PCAMLP,271,1177.17578125,1187.842041015625
PCAMLP,272,1184.8536376953125,1178.31884765625
PCAMLP,273,1182.1456298828125,1182.3984375
PCAMLP,274,1175.818603515625,1175.788330078125
PCAMLP,275,1177.110107421875,1173.224853515625
PCAMLP,276,1180.5693359375,1177.3955078125
PCAMLP,277,1185.8721923828125,1180.4866943359375
PCAMLP,278,1179.8687744140625,1178.6070556640625
PCAMLP,279,1179.4237060546875,1177.8043212890625
PCAMLP,280,1181.454833984375,1167.501708984375
PCAMLP,281,1180.420654296875,1178.70458984375
PCAMLP,282,1175.2119140625,1178.7918701171875
PCAMLP,283,1177.724365234375,1180.5975341796875
PCAMLP,284,1169.395751953125,1179.6910400390625
PCAMLP,285,1181.4779052734375,1176.5355224609375
PCAMLP,286,1168.1094970703125,1173.6812744140625
PCAMLP,287,1184.311279296875,1180.1328125
PCAMLP,288,1171.0595703125,1174.0545654296875
PCAMLP,289,1174.934814453125,1176.19775390625
PCAMLP,290,1186.1053466796875,1183.5843505859375
PCAMLP,291,1182.4173583984375,1181.9283447265625
PCAMLP,292,1175.348388671875,1182.6368408203125
PCAMLP,293,1169.4854736328125,1179.464111328125
PCAMLP,294,1178.66357421875,1180.082275390625
PCAMLP,295,1170.0101318359375,1174.3348388671875
PCAMLP,296,1173.7724609375,1178.567138671875
PCAMLP,297,1172.182861328125,1174.056396484375
PCAMLP,298,1177.3870849609375,1176.8114013671875
PCAMLP,299,1173.7177734375,1179.04833984375
PCAMLP,300,1177.9334716796875,1174.1728515625
PCAMLP,301,1180.8890380859375,1181.46630859375
PCAMLP,302,1176.653564453125,1182.7066650390625
PCAMLP,303,1177.76708984375,1179.139892578125
PCAMLP,304,1174.3189697265625,1182.5462646484375
PCAMLP,305,1173.3885498046875,1182.786865234375
PCAMLP,306,1178.8272705078125,1173.6783447265625
PCAMLP,307,1179.4827880859375,1174.5772705078125
PCAMLP,308,1182.7022705078125,1176.3343505859375
PCAMLP,309,1180.423828125,1181.746826171875
PCAMLP,310,1174.050537109375,1183.0733642578125
PCAMLP,311,1177.4976806640625,1184.1217041015625
PCAMLP,312,1185.6810302734375,1171.09326171875
PCAMLP,313,1175.3135986328125,1174.9984130859375
PCAMLP,314,1173.45166015625,1171.9765625
PCAMLP,315,1176.3160400390625,1178.791748046875
PCAMLP,316,1171.7637939453125,1181.1903076171875
PCAMLP,317,1185.5140380859375,1178.8486328125
PCAMLP,318,1190.45751953125,1178.934814453125
PCAMLP,319,1178.2952880859375,1178.8267822265625
PCAMLP,320,1178.6688232421875,1187.4951171875
PCAMLP,321,1178.12548828125,1179.083251953125
PCAMLP,322,1172.62158203125,1180.85205078125
PCAMLP,323,1177.068603515625,1172.8153076171875
PCAMLP,324,1175.22412109375,1177.68408203125
PCAMLP,325,1167.87841796875,1186.8958740234375
PCAMLP,326,1187.9718017578125,1175.8050537109375
PCAMLP,327,1179.9627685546875,1176.1119384765625
PCAMLP,328,1182.2581787109375,1181.962890625
PCAMLP,329,1189.4918212890625,1177.754638671875
PCAMLP,330,1174.716064453125,1172.5025634765625
PCAMLP,331,1180.009521484375,1189.8021240234375
PCAMLP,332,1180.97900390625,1170.4527587890625
PCAMLP,333,1168.83203125,1171.4091796875
PCAMLP,334,1178.7105712890625,1178.1983642578125
PCAMLP,335,1179.5355224609375,1177.04833984375
PCAMLP,336,1174.5733642578125,1177.502685546875
PCAMLP,337,1183.0045166015625,1176.9908447265625
PCAMLP,338,1169.9334716796875,1177.7176513671875
PCAMLP,339,1180.822021484375,1184.9927978515625
PCAMLP,340,1180.79150390625,1183.8121337890625
PCAMLP,341,1169.66455078125,1178.149169921875
PCAMLP,342,1172.7965087890625,1176.63525390625
PCAMLP,343,1177.6710205078125,1180.5345458984375
PCAMLP,344,1183.809814453125,1178.7633056640625
PCAMLP,345,1183.7279052734375,1183.5948486328125
PCAMLP,346,1171.5457763671875,1173.229736328125
PCAMLP,347,1176.2449951171875,1181.89599609375
PCAMLP,348,1175.5003662109375,1179.76708984375
PCAMLP,349,1170.470703125,1179.1221923828125
PCAMLP,350,1172.560302734375,1182.255615234375
PCAMLP,351,1178.2757568359375,1174.9964599609375
PCAMLP,352,1177.339111328125,1180.8599853515625
PCAMLP,353,1180.931640625,1178.0377197265625
PCAMLP,354,1177.2718505859375,1173.1495361328125
PCAMLP,355,1176.4486083984375,1179.743408203125
PCAMLP,356,1175.77734375,1174.972900390625
PCAMLP,357,1181.41650390625,1177.344970703125
PCAMLP,358,1173.2340087890625,1176.037353515625
PCAMLP,359,1180.1390380859375,1179.364013671875
PCAMLP,360,1167.8070068359375,1171.1671142578125
PCAMLP,361,1171.66357421875,1181.4852294921875
PCAMLP,362,1177.7318115234375,1184.8037109375
PCAMLP,363,1168.9703369140625,1176.5413818359375
PCAMLP,364,1163.1173095703125,1176.7286376953125
PCAMLP,365,1174.175048828125,1180.2957763671875
PCAMLP,366,1184.9937744140625,1180.0435791015625
PCAMLP,367,1167.0504150390625,1175.124267578125
PCAMLP,368,1177.8338623046875,1173.97900390625
PCAMLP,369,1179.382080078125,1174.177001953125
PCAMLP,370,1170.5146484375,1181.3953857421875
PCAMLP,371,1178.099365234375,1175.565673828125
PCAMLP,372,1172.0108642578125,1174.3358154296875
PCAMLP,373,1171.7930908203125,1179.0457763671875
PCAMLP,374,1182.27978515625,1181.7103271484375
PCAMLP,375,1172.91552734375,1177.9700927734375
PCAMLP,376,1170.65234375,1179.894287109375
PCAMLP,377,1176.8680419921875,1177.9403076171875
PCAMLP,378,1172.7520751953125,1171.3746337890625
PCAMLP,379,1175.6153564453125,1182.7891845703125
PCAMLP,380,1175.1632080078125,1174.8134765625
PCAMLP,381,1170.326416015625,1177.4522705078125
PCAMLP,382,1183.404541015625,1181.544921875
PCAMLP,383,1191.402587890625,1177.5626220703125
PCAMLP,384,1177.1920166015625,1180.986083984375
PCAMLP,385,1172.447021484375,1173.9306640625
PCAMLP,386,1168.2674560546875,1177.3883056640625
PCAMLP,387,1178.363037109375,1178.8138427734375
PCAMLP,388,1181.3623046875,1179.8482666015625
PCAMLP,389,1184.362548828125,1182.906005859375
PCAMLP,390,1180.6807861328125,1174.6483154296875
PCAMLP,391,1178.87109375,1172.53857421875
PCAMLP,392,1168.6484375,1179.2843017578125
PCAMLP,393,1178.4803466796875,1170.2626953125
PCAMLP,394,1181.9906005859375,1179.99951171875
PCAMLP,395,1166.8831787109375,1179.7762451171875
PCAMLP,396,1183.632080078125,1172.2652587890625
PCAMLP,397,1175.391357421875,1180.554443359375
PCAMLP,398,1173.088623046875,1177.31689453125
PCAMLP,399,1176.6165771484375,1172.0009765625
PCAMLP,400,1182.6976318359375,1165.9415283203125
PCAMLP,401,1175.94287109375,1174.8138427734375
PCAMLP,402,1173.061767578125,1173.64892578125
PCAMLP,403,1176.31103515625,1167.4517822265625
PCAMLP,404,1176.5345458984375,1168.8489990234375
PCAMLP,405,1175.349609375,1168.4610595703125
PCAMLP,406,1183.391845703125,1183.353759765625
PCAMLP,407,1175.891845703125,1174.4500732421875
PCAMLP,408,1181.832275390625,1170.82177734375
PCAMLP,409,1176.87109375,1171.762939453125
PCAMLP,410,1181.3680419921875,1177.58740234375
PCAMLP,411,1171.5496826171875,1182.43701171875
PCAMLP,412,1181.711669921875,1183.289306640625
PCAMLP,413,1175.6619873046875,1170.039794921875
PCAMLP,414,1172.233642578125,1179.1748046875
PCAMLP,415,1179.155517578125,1163.7431640625
PCAMLP,416,1178.0748291015625,1170.14404296875
PCAMLP,417,1177.0416259765625,1180.107421875
PCAMLP,418,1166.89404296875,1173.5081787109375
PCAMLP,419,1172.8719482421875,1175.0936279296875
PCAMLP,420,1182.365478515625,1175.3968505859375
PCAMLP,421,1171.7076416015625,1179.908447265625
PCAMLP,422,1168.4688720703125,1171.0440673828125
PCAMLP,423,1177.8499755859375,1178.622802734375
PCAMLP,424,1172.5703125,1170.8590087890625
PCAMLP,425,1168.3580322265625,1184.9580078125
PCAMLP,426,1179.2125244140625,1179.7828369140625
PCAMLP,427,1171.7833251953125,1180.9453125
PCAMLP,428,1174.696044921875,1182.688720703125
PCAMLP,429,1183.883056640625,1170.0667724609375
PCAMLP,430,1169.045166015625,1172.228271484375
PCAMLP,431,1177.320556640625,1173.028076171875
PCAMLP,432,1165.96630859375,1179.969970703125
PCAMLP,433,1179.1748046875,1173.06884765625
PCAMLP,434,1178.3084716796875,1166.5521240234375
PCAMLP,435,1186.3255615234375,1177.635986328125
PCAMLP,436,1178.6380615234375,1173.674072265625
PCAMLP,437,1177.2353515625,1171.8494873046875
PCAMLP,438,1171.79150390625,1178.2147216796875
PCAMLP,439,1175.370361328125,1174.1180419921875
PCAMLP,440,1173.33740234375,1174.3011474609375
PCAMLP,441,1176.8260498046875,1166.0838623046875
PCAMLP,442,1186.978515625,1180.2625732421875
PCAMLP,443,1173.92236328125,1166.3404541015625
PCAMLP,444,1183.6917724609375,1171.27490234375
PCAMLP,445,1165.976318359375,1180.372314453125
PCAMLP,446,1164.518798828125,1168.8660888671875
PCAMLP,447,1174.4033203125,1176.345458984375
PCAMLP,448,1176.34326171875,1176.912841796875
PCAMLP,449,1178.47900390625,1169.624755859375
PCAMLP,450,1174.3060302734375,1177.10888671875
PCAMLP,451,1172.32080078125,1177.791748046875
PCAMLP,452,1167.6390380859375,1167.1854248046875
PCAMLP,453,1175.18359375,1176.548095703125
PCAMLP,454,1178.6666259765625,1175.5115966796875
PCAMLP,455,1175.99951171875,1173.5948486328125
PCAMLP,456,1171.1138916015625,1177.967041015625
PCAMLP,457,1169.0853271484375,1180.3675537109375
PCAMLP,458,1171.2193603515625,1172.943115234375
PCAMLP,459,1173.216552734375,1178.7508544921875
PCAMLP,460,1183.5345458984375,1176.3695068359375
PCAMLP,461,1179.533935546875,1176.6612548828125
PCAMLP,462,1179.19970703125,1176.3995361328125
PCAMLP,463,1176.0758056640625,1191.541015625
PCAMLP,464,1179.0489501953125,1174.907958984375
PCAMLP,465,1173.532470703125,1181.1253662109375
PCAMLP,466,1173.5042724609375,1174.5872802734375
PCAMLP,467,1175.2022705078125,1168.435546875
PCAMLP,468,1177.026123046875,1174.2265625
PCAMLP,469,1179.846435546875,1183.580810546875
PCAMLP,470,1173.6240234375,1173.183837890625
